0,30.4
1,39.0
2,18.8
3,26.2
4,25.3
5,20.1
6,28.5
7,21.3
8,33.7
9,23.6
10,31.5
11,32.0
12,24.8
13,22.5
14,20.2
15,20.6
16,24.1
17,25.1
18,20.0
19,21.3
20,36.0
21,19.5
22,21.6
23,35.8
24,32.4
25,22.6
26,33.8
27,24.7
28,20.1
29,18.7
30,21.9
31,34.4
32,31.2
33,27.8
34,21.4
35,25.0
36,23.4
37,27.8
38,21.6
39,26.6
40,38.3
41,17.1
42,99.9
43,22.9
44,38.6
45,19.5
46,20.6
47,24.4
48,37.8
49,21.9
50,38.8
51,24.1
52,24.9
53,25.8
54,28.0
55,21.3
56,25.0
57,24.0
58,29.3
59,20.6
60,27.1
61,29.0
62,21.3
63,26.6
64,39.3
65,30.3
66,23.7
67,23.5
68,38.7
69,31.7
70,21.0
71,23.2
72,22.7
73,27.2
74,40.2
75,40.0
76,47.5
77,25.7
78,31.4
79,29.6
80,22.8
81,22.4
82,21.6
83,29.9
84,28.5
85,20.5
86,22.8
87,39.5
88,27.5
89,23.3
90,33.2
91,25.3
92,18.5
93,26.3
94,19.1
95,26.4
96,20.1
97,22.3
98,26.6
99,24.6
100,30.2
101,20.1
102,38.0
103,26.2
104,23.3
105,28.3
106,26.3
107,26.7
108,17.9
109,28.2
110,25.1
111,30.0
112,31.6
113,99.9
114,23.2
115,22.0
116,30.8
117,22.1
118,24.2
119,32.5
120,34.4
121,25.1
122,25.3
123,20.7
124,26.6
125,28.3
126,37.1
127,41.5
128,29.2
129,26.6
130,20.7
131,39.9
132,27.1
133,20.8
134,23.5
135,20.3
136,20.6
137,24.9
138,22.9
139,31.5
140,21.8
141,21.7
142,22.5
143,23.0
144,20.9
145,26.3
146,24.3
147,22.9
148,24.1
149,28.1
150,99.9
151,31.9
152,29.0
153,24.1
154,19.7
155,27.8
156,24.7
157,21.6
158,19.0
159,28.0
160,19.8
161,32.5
162,21.5
163,20.4
164,21.3
165,21.0
166,22.3
167,33.8
168,36.6
169,42.1
170,23.0
171,23.0
172,29.0
173,28.3
174,30.8
175,25.4
176,22.8
177,27.4
178,27.3
179,35.0
180,24.6
181,24.3
182,25.7
183,48.5
184,19.1
185,37.9
186,26.5
187,28.2
188,21.1
189,37.1
190,20.0
191,21.3
192,43.9
193,28.7
194,22.8
195,33.2
196,42.1
197,20.1
198,99.9
199,24.0
200,27.9
201,29.3
202,29.3
203,27.3
204,20.4
205,30.6
206,19.6
207,37.8
208,30.9
209,21.8
210,22.3
211,38.3
212,22.9
213,24.3
214,40.6
215,26.6
216,23.8
217,18.2
218,25.0
219,29.6
220,20.6
221,19.5
222,36.3
223,28.3
224,43.8
225,32.4
226,44.6
227,33.2
228,21.8
229,33.8
230,21.7
231,31.7
232,24.9
233,21.0
234,22.7
235,24.9
236,22.9
237,44.1
238,20.6
239,27.4
240,40.7
241,18.8
242,18.6
243,28.0
244,32.7
245,99.9
246,38.6
247,33.2
248,19.0
249,36.6
250,32.3
251,28.0
252,32.1
253,20.0
254,99.9
255,19.1
256,21.6
257,31.0
258,24.0
259,21.6
260,39.3
261,24.2
262,38.1
263,33.6
264,25.9
265,21.3
266,24.8
267,24.8
268,26.3
269,28.1
270,21.3
271,26.4
272,31.6
273,34.4
274,28.3
275,23.0
276,19.0
277,23.4
278,29.1
279,28.2
280,23.3
281,32.9
282,31.7
283,19.7
284,28.3
285,20.1
286,24.1
287,18.9
288,27.4
289,22.3
290,22.1
291,25.4
292,28.3
293,41.0
294,16.8
295,29.8
296,25.1
297,33.0
298,24.3
299,18.9
300,26.5
301,31.6
302,41.2
303,27.4
304,28.3
305,20.6
306,29.0
307,19.5
308,21.3
309,26.3
310,43.1
311,20.2
312,28.5
313,33.1
314,23.4
315,25.8
316,23.2
317,17.7
318,35.5
319,37.7
320,28.9
321,31.4
322,25.7
323,32.9
324,34.0
325,43.6
326,32.7
327,22.2
328,29.9
329,27.1
330,34.3
331,28.3
332,28.1
333,27.4
334,22.2
335,34.2
336,37.8
337,26.6
338,26.5
339,29.8
340,18.9
341,20.8
342,25.1
343,17.0
344,27.1
345,19.8
346,31.9
347,21.9
348,27.4
349,29.3
350,24.7
351,19.8
352,30.1
353,23.6
354,21.0
355,19.5
356,99.9
357,53.2
358,23.4
359,32.9
360,26.0
361,20.6
362,23.0
363,24.9
364,19.7
365,22.0
366,23.0
367,23.0
368,20.1
369,22.7
370,29.6
371,25.6
372,99.9
373,24.3
374,31.2
375,37.7
376,24.5
377,21.8
378,23.0
379,18.0
380,23.7
381,24.2
382,19.5
383,20.1
384,27.8
385,24.4
386,38.4
387,21.6
388,24.1
389,19.8
390,22.4
391,18.9
392,99.9
393,45.9
394,24.6
395,44.8
396,29.3
397,38.3
398,31.3
399,20.6
400,20.8
401,28.9
402,17.2
403,23.8
404,28.5
405,31.9
406,38.4
407,20.1
408,28.3
409,29.9
410,26.6
411,42.5
412,17.2
413,31.0
414,29.3
415,39.5
416,34.0
417,26.6
418,22.8
419,22.9
420,18.1
421,37.4
422,35.0
423,24.3
424,22.0
425,26.3
426,21.0
427,19.5
428,22.7
429,18.1
430,19.8
431,19.5
432,28.3
433,20.2
434,25.3
435,24.7
436,22.8
437,29.3
438,32.2
439,21.3
440,23.3
441,22.1
442,22.5
443,19.4
444,17.4
445,25.0
446,28.3
447,31.5
448,34.0
449,18.9
450,21.0
451,26.6
452,24.4
453,22.8
454,24.5
455,19.2
456,36.3
457,25.4
458,22.8
459,45.5
460,30.2
461,20.2
462,99.9
463,21.3
464,27.0
465,23.4
466,24.7
467,22.9
468,36.3
469,22.0
470,20.5
471,26.6
472,45.8
473,28.3
474,20.8
475,23.6
476,19.3
477,20.2
478,19.3
479,22.0
480,42.2
481,26.6
482,21.5
483,23.9
484,19.8
485,22.9
486,30.0
487,38.1
488,19.2
489,21.0
490,33.1
491,17.2
492,19.6
493,21.3
494,30.1
495,35.0
496,31.9
497,19.2
498,29.1
499,21.9
500,22.0
501,26.0
502,24.5
503,19.4
504,21.8
505,22.6
506,16.8
507,21.3
508,26.6
509,25.1
510,28.3
511,27.4
512,22.0
513,22.9
514,23.5
515,20.8
516,29.3
517,49.7
518,21.3
519,39.3
520,15.2
521,29.0
522,21.0
523,25.8
524,20.4
525,30.0
526,36.3
527,23.6
528,32.2
529,28.0
530,29.6
531,21.1
532,34.8
533,20.1
534,24.7
535,35.2
536,47.2
537,21.9
538,20.6
539,20.0
540,34.2
541,20.2
542,35.9
543,22.3
544,28.9
545,34.5
546,26.0
547,30.2
548,24.9
549,23.6
550,21.2
551,35.4
552,23.0
553,99.9
554,26.6
555,24.5
556,30.3
557,25.0
558,37.7
559,29.8
560,23.8
561,24.1
562,21.9
563,28.2
564,42.9
565,19.4
566,31.5
567,19.9
568,20.4
569,35.1
570,20.6
571,28.7
572,29.3
573,24.1
574,37.8
575,31.6
576,23.0
577,29.2
578,31.1
579,30.2
580,19.7
581,25.1
582,17.2
583,19.9
584,23.7
585,20.6
586,24.4
587,29.5
588,31.1
589,26.9
590,22.8
591,20.9
592,21.3
593,26.9
594,30.8
595,26.6
596,24.2
597,23.7
598,20.6
599,99.9
600,35.4
601,28.7
602,31.3
603,19.5
604,21.3
605,19.4
606,21.9
607,21.3
608,17.3
609,30.2
610,99.9
611,24.9
612,99.9
613,20.1
614,23.6
615,30.1
616,29.0
617,22.8
618,25.1
619,22.1
620,25.0
621,16.9
622,24.5
623,24.4
624,20.6
625,30.7
626,27.6
627,23.4
628,30.9
629,27.3
630,38.9
631,23.4
632,36.0
633,21.2
634,25.6
635,21.9
636,24.4
637,36.2
638,29.3
639,27.1
640,20.0
641,19.5
642,39.9
643,21.6
644,40.6
645,21.8
646,21.3
647,31.6
648,23.6
649,26.6
650,26.6
651,19.8
652,23.0
653,21.0
654,24.6
655,24.4
656,25.3
657,23.8
658,23.6
659,43.8
660,31.9
661,23.7
662,23.0
663,34.4
664,16.1
665,23.4
666,22.6
667,20.8
668,99.9
669,28.8
670,23.0
671,23.6
672,29.2
673,37.4
674,21.6
675,35.2
676,22.3
677,24.7
678,23.6
679,20.2
680,34.4
681,30.0
682,39.5
683,31.3
684,30.3
685,32.9
686,26.8
687,19.6
688,21.9
689,30.5
690,30.2
691,45.2
692,26.5
693,99.9
694,29.8
695,41.6
696,23.4
697,39.2
698,21.0
699,22.8
700,33.9
701,26.9
702,31.3
703,23.1
704,25.8
705,47.9
706,25.2
707,34.3
708,25.1
709,40.0
710,22.1
711,31.2
712,25.2
713,19.4
714,31.1
715,19.8
716,29.9
717,30.2
718,22.3
719,50.3
720,19.2
721,32.3
722,24.6
723,22.5
724,25.5
725,26.6
726,24.6
727,24.1
728,23.4
729,21.8
730,99.9
