731,23.9
732,26.6
733,20.6
734,22.7
735,19.1
736,23.6
737,26.4
738,27.8
739,21.3
740,21.4
741,23.6
742,17.9
743,28.0
744,35.8
745,28.1
746,29.8
747,25.1
748,26.6
749,21.7
750,25.2
751,23.3
752,27.5
753,42.5
754,17.7
755,18.5
756,20.0
757,26.8
758,28.9
759,21.1
760,22.4
761,30.8
762,21.5
763,33.8
764,25.4
765,21.8
766,24.3
767,31.2
768,29.5
769,20.0
770,23.0
771,29.2
772,23.4
773,44.3
774,28.8
775,30.9
776,20.9
777,28.6
778,27.6
779,99.9
780,20.8
781,21.6
782,31.7
783,99.9
784,25.8
785,32.6
786,20.4
787,19.8
788,24.7
789,21.5
790,25.2
791,36.6
792,29.2
793,23.4
794,25.1
795,17.4
796,30.6
797,38.2
798,26.2
799,24.8
800,19.4
801,18.3
802,20.4
803,24.0
804,20.1
805,37.8
806,39.3
807,30.7
808,24.8
809,22.3
810,23.3
811,28.3
812,30.3
813,40.3
814,20.2
815,25.7
816,35.1
817,32.3
818,48.8
819,26.9
820,53.8
821,18.8
822,22.7
823,47.5
824,19.5
825,27.5
826,22.3
827,30.0
828,34.2
829,25.8
830,25.7
831,20.8
832,21.6
833,34.7
834,22.3
835,39.9
836,28.1
837,25.5
838,23.5
839,22.7
840,26.1
841,36.6
842,29.6
843,22.8
844,31.5
845,22.1
846,20.5
847,99.9
848,25.6
849,24.8
850,39.9
851,25.4
852,25.3
853,21.8
854,39.0
855,28.5
856,24.9
857,30.2
858,28.3
859,25.3
860,21.3
861,25.1
862,18.6
863,31.1
864,31.2
865,33.8
866,31.3
867,26.5
868,22.3
869,24.1
870,28.7
871,29.0
872,21.9
873,34.4
874,22.0
875,24.2
876,25.6
877,31.3
878,25.7
879,28.7
880,21.1
881,27.4
882,25.2
883,23.6
884,30.9
885,23.5
886,24.7
887,22.7
888,28.7
889,30.1
890,26.6
891,24.0
892,18.7
893,27.4
894,20.3
895,21.6
896,26.4
897,22.9
898,23.2
899,20.1
900,25.8
901,22.7
902,23.7
903,52.1
904,99.9
905,29.2
906,29.3
907,26.6
908,23.5
909,28.3
910,47.5
911,35.7
912,23.8
913,38.9
914,28.2
915,20.8
916,29.4
917,24.6
918,25.6
919,18.5
920,24.5
921,20.4
922,19.4
923,28.5
924,19.6
925,17.9
926,26.6
927,27.5
928,23.6
929,25.3
930,30.1
931,22.8
932,34.6
933,27.5
934,41.8
935,22.7
936,41.1
937,21.6
938,41.2
939,29.7
940,45.2
941,28.0
942,25.8
943,22.5
944,23.2
945,34.3
946,99.9
947,22.3
948,34.7
949,22.3
950,39.2
951,27.9
952,24.1
953,25.5
954,28.0
955,43.5
956,37.8
957,43.9
958,19.1
959,30.9
960,28.3
961,34.8
962,32.4
963,33.5
964,23.4
965,28.6
966,31.2
967,31.2
968,22.6
969,38.0
970,20.4
971,19.9
972,27.7
973,23.0
974,32.3
975,34.1
976,19.0
977,23.8
978,38.3
979,19.2
980,18.8
981,23.5
982,27.5
983,30.0
984,25.6
985,29.6
986,39.9
987,37.2
988,29.5
989,35.5
990,24.3
991,23.8
992,37.1
993,30.2
994,22.3
995,23.4
996,20.9
997,24.8
998,29.3
999,24.6
